stop_id,stop_name,station_name,station_descriptive_name,direction_id,map_id,ada,red,blue,green,brown,purple,purple_exp,yellow,pink,orange,lat,lon
30166,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",W,40850,True,False,False,False,False,False,True,False,True,True,41.876862,-87.628196
30286,Harrison (95th-bound),Harrison,Harrison (Red Line),S,41490,False,True,False,False,False,False,False,False,False,False,41.874039,-87.627479
30285,Harrison (Howard-bound),Harrison,Harrison (Red Line),N,41490,False,True,False,False,False,False,False,False,False,False,41.874039,-87.627479
30175,"Howard (Linden, Skokie-bound)",Howard,"Howard (Red, Purple & Yellow Lines)",N,40900,True,False,False,False,False,True,True,True,False,False,42.019063,-87.672892
30173,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",N,40900,True,True,False,False,False,False,False,False,False,False,42.019063,-87.672892
30174,Howard (95th-Bound),Howard,"Howard (Red, Purple & Yellow Lines)",S,40900,True,True,False,False,False,False,False,False,False,False,42.019063,-87.672892
30176,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",S,40900,True,False,False,False,False,True,True,True,False,False,42.019063,-87.672892
30157,Illinois Medical District (O'Hare-bound),Illinois Medical District,Illinois Medical District (Blue Line),E,40810,True,False,True,False,False,False,False,False,False,False,41.875706,-87.673932
30158,Illinois Medical District (Forest Pk-bound),Illinois Medical District,Illinois Medical District (Blue Line),W,40810,True,False,True,False,False,False,False,False,False,False,41.875706,-87.673932
30058,Indiana (Harlem-bound),Indiana,Indiana (Green Line),N,40300,True,False,False,True,False,False,False,False,False,False,41.821732,-87.621371
30059,Indiana (63rd-bound),Indiana,Indiana (Green Line),S,40300,True,False,False,True,False,False,False,False,False,False,41.821732,-87.621371
30108,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,Irving Park (Blue Line),S,40550,False,False,True,False,False,False,False,False,False,False,41.952925,-87.729229
30281,Irving Park (Kimball-bound),Irving Park,Irving Park (Brown Line),N,41460,True,False,False,False,True,False,False,False,False,False,41.954521,-87.674868
30107,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,Irving Park (Blue Line),N,40550,False,False,True,False,False,False,False,False,False,False,41.952925,-87.729229
30282,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),S,41460,True,False,False,False,True,False,False,False,False,False,41.954521,-87.674868
30015,Jackson/Dearborn (Forest Pk-bound),Jackson,Jackson (Blue Line),S,40070,True,False,True,False,False,False,False,False,False,False,41.878183,-87.629296
30014,Jackson/Dearborn (O'Hare-bound),Jackson,Jackson (Blue Line),N,40070,True,False,True,False,False,False,False,False,False,False,41.878183,-87.629296
30110,Jackson/State (95th-bound),Jackson,Jackson (Red Line),S,40560,True,True,False,False,False,False,False,False,False,False,41.878153,-87.627596
30109,Jackson/State (Howard-bound),Jackson,Jackson (Red Line),N,40560,True,True,False,False,False,False,False,False,False,False,41.878153,-87.627596
30227,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),N,41190,False,True,False,False,False,False,False,False,False,False,42.015876,-87.669092
30228,Jarvis (95th-bound),Jarvis,Jarvis (Red Line),S,41190,False,True,False,False,False,False,False,False,False,False,42.015876,-87.669092
30248,Jefferson Park (Forest Pk-bound),Jefferson Park,Jefferson Park (Blue Line),S,41280,True,False,True,False,False,False,False,False,False,False,41.970634,-87.760892
30247,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),N,41280,True,False,True,False,False,False,False,False,False,False,41.970634,-87.760892
30226,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),S,41180,True,False,False,False,True,False,False,False,False,False,41.965996,-87.708821
30225,Kedzie (Kimball-bound),Kedzie,Kedzie (Brown Line),N,41180,True,False,False,False,True,False,False,False,False,False,41.965996,-87.708821
30201,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),E,41040,True,False,False,False,False,False,False,False,True,False,41.853964,-87.705408
30207,Kedzie (63rd-bound),Kedzie,Kedzie (Green Line),E,41070,True,False,False,True,False,False,False,False,False,False,41.884321,-87.706155
30202,Kedzie (54th/Cermak-bound),Kedzie,Kedzie (Pink Line),W,41040,True,False,False,False,False,False,False,False,True,False,41.853964,-87.705408
30219,Kedzie (Loop-bound),Kedzie,Kedzie (Orange Line),N,41150,True,False,False,False,False,False,False,False,False,True,41.804236,-87.704406
30208,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),W,41070,True,False,False,True,False,False,False,False,False,False,41.884321,-87.706155
30220,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),S,41150,True,False,False,False,False,False,False,False,False,True,41.804236,-87.704406
30048,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),E,40250,True,False,True,False,False,False,False,False,False,False,41.874341,-87.70604
30049,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),W,40250,True,False,True,False,False,False,False,False,False,False,41.874341,-87.70604
30250,Kimball (Loop-bound),Kimball,Kimball (Brown Line),S,41290,True,False,False,False,True,False,False,False,False,False,41.967901,-87.713065
30249,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),N,41290,True,False,False,False,True,False,False,False,False,False,41.967901,-87.713065
30217,King Drive (Cottage Grove-bound),King Drive,King Drive (Green Line),E,41140,True,False,False,True,False,False,False,False,False,False,41.78013,-87.615546
30218,King Drive (Harlem-bound),King Drive,King Drive (Green Line),W,41140,True,False,False,True,False,False,False,False,False,False,41.78013,-87.615546
30118,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),W,40600,True,False,False,False,False,False,False,False,True,False,41.853751,-87.733258
30117,Kostner (Loop-bound),Kostner,Kostner (Pink Line),E,40600,True,False,False,False,False,False,False,False,True,False,41.853751,-87.733258
30289,Lake (Howard-bound),Lake,Lake (Red Line),N,41660,True,True,False,False,False,False,False,False,False,False,41.884809,-87.627813
30290,Lake (95th-bound),Lake,Lake (Red Line),S,41660,True,True,False,False,False,False,False,False,False,False,41.884809,-87.627813
30136,Laramie (Harlem-bound),Laramie,Laramie (Green Line),W,40700,True,False,False,True,False,False,False,False,False,False,41.887163,-87.754986
30135,Laramie (63rd-bound),Laramie,Laramie (Green Line),E,40700,True,False,False,True,False,False,False,False,False,False,41.887163,-87.754986
30262,LaSalle (Forest Pk-bound),LaSalle,LaSalle (Blue Line),W,41340,False,False,True,False,False,False,False,False,False,False,41.875568,-87.631722
30261,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),E,41340,False,False,True,False,False,False,False,False,False,False,41.875568,-87.631722
30030,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",E,40160,False,False,False,False,True,False,False,False,False,False,41.8768,-87.631739
30031,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",W,40160,False,False,False,False,False,False,True,False,True,True,41.8768,-87.631739
30149,Lawrence (Howard-bound),Lawrence,Lawrence (Red Line),N,40770,False,True,False,False,False,False,False,False,False,False,41.969139,-87.658493
30150,Lawrence (95th-bound),Lawrence,Lawrence (Red Line),S,40770,False,True,False,False,False,False,False,False,False,False,41.969139,-87.658493
30204,Linden (Howard-Loop-bound),Linden,Linden (Purple Line),S,41050,True,False,False,False,False,True,True,False,False,False,42.073153,-87.69073
30203,Linden (Linden-bound),Linden,Linden (Purple Line),N,41050,True,False,False,False,False,True,True,False,False,False,42.073153,-87.69073
30197,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),N,41020,True,False,True,False,False,False,False,False,False,False,41.929728,-87.708541
30198,Logan Square (Forest Pk-bound),Logan Square,Logan Square (Blue Line),S,41020,True,False,True,False,False,False,False,False,False,False,41.929728,-87.708541
30252,Loyola (95th-bound),Loyola,Loyola (Red Line),S,41300,True,True,False,False,False,False,False,False,False,False,42.001073,-87.661061
30251,Loyola (Howard-bound),Loyola,Loyola (Red Line),N,41300,True,True,False,False,False,False,False,False,False,False,42.001073,-87.661061
30053,Main (Howard-Loop-bound),Main,Main (Purple Line),S,40270,False,False,False,False,False,True,True,False,False,False,42.033456,-87.679538
30052,Main (Linden-bound),Main,Main (Purple Line),N,40270,False,False,False,False,False,True,True,False,False,False,42.033456,-87.679538
30090,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),N,40460,True,False,False,False,True,False,True,False,False,False,41.888969,-87.633924
30091,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),S,40460,True,False,False,False,True,False,True,False,False,False,41.888969,-87.633924
30182,Midway (Arrival),Midway,Midway (Orange Line),S,40930,True,False,False,False,False,False,False,False,False,True,41.78661,-87.737875
30181,Midway (Loop-bound),Midway,Midway (Orange Line),N,40930,True,False,False,False,False,False,False,False,False,True,41.78661,-87.737875
30211,Monroe (Howard-bound),Monroe,Monroe (Red Line),N,41090,False,True,False,False,False,False,False,False,False,False,41.880745,-87.627696
30212,Monroe (95th-bound),Monroe,Monroe (Red Line),S,41090,False,True,False,False,False,False,False,False,False,False,41.880745,-87.627696
30153,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),N,40790,False,False,True,False,False,False,False,False,False,False,41.880703,-87.629378
30154,Monroe (Forest Pk-bound),Monroe,Monroe (Blue Line),S,40790,False,False,True,False,False,False,False,False,False,False,41.880703,-87.629378
30288,Montrose (Loop-bound),Montrose,Montrose (Brown Line),S,41500,True,False,False,False,True,False,False,False,False,False,41.961756,-87.675047
30287,Montrose (Kimball-bound),Montrose,Montrose (Brown Line),N,41500,True,False,False,False,True,False,False,False,False,False,41.961756,-87.675047
30260,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),S,41330,False,False,True,False,False,False,False,False,False,False,41.961539,-87.743574
30259,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),N,41330,False,False,True,False,False,False,False,False,False,False,41.961539,-87.743574
30295,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink Lines),E,41510,True,False,False,True,False,False,False,False,True,False,41.885586,-87.652193
30296,Morgan (Harlem-54th/Cermak-bound),Morgan,Morgan (Green & Pink Lines),W,41510,True,False,False,True,False,False,False,False,True,False,41.885586,-87.652193
30020,Morse (Howard-bound),Morse,Morse (Red Line),N,40100,False,True,False,False,False,False,False,False,False,False,42.008362,-87.665909
30021,Morse (95th-bound),Morse,Morse (Red Line),S,40100,False,True,False,False,False,False,False,False,False,False,42.008362,-87.665909
30125,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),N,40650,False,True,False,False,False,False,False,False,False,False,41.910655,-87.649177
30126,North/Clybourn (95th-bound),North/Clybourn,North/Clybourn (Red Line),S,40650,False,True,False,False,False,False,False,False,False,False,41.910655,-87.649177
30078,Noyes (Linden-bound),Noyes,Noyes (Purple Line),N,40400,False,False,False,False,False,True,True,False,False,False,42.058282,-87.683337
30079,Noyes (Howard-Loop-bound),Noyes,Noyes (Purple Line),S,40400,False,False,False,False,False,True,True,False,False,False,42.058282,-87.683337
30263,Oak Park (63rd-bound),Oak Park,Oak Park (Green Line),E,41350,False,False,False,True,False,False,False,False,False,False,41.886988,-87.793783
30035,Oak Park (Forest Pk-bound),Oak Park,Oak Park (Blue Line),W,40180,False,False,True,False,False,False,False,False,False,False,41.872108,-87.791602
30264,Oak Park (Harlem-bound),Oak Park,Oak Park (Green Line),W,41350,False,False,False,True,False,False,False,False,False,False,41.886988,-87.793783
30034,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),E,40180,False,False,True,False,False,False,False,False,False,False,41.872108,-87.791602
30297,Oakton-Skokie (Dempster-Skokie-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),N,41680,True,False,False,False,False,False,False,True,False,False,42.02624348,-87.74722084
30298,Oakton-Skokie (Howard-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),S,41680,True,False,False,False,False,False,False,True,False,False,42.02624348,-87.74722084
30172,O'Hare (Forest Pk-bound),O'Hare,O'Hare (Blue Line),S,40890,True,False,True,False,False,False,False,False,False,False,41.97766526,-87.90422307
30171,O'Hare (Terminal Arrival),O'Hare,O'Hare (Blue Line),N,40890,True,False,True,False,False,False,False,False,False,False,41.97766526,-87.90422307
30253,Paulina (Kimball-bound),Paulina,Paulina (Brown Line),N,41310,True,False,False,False,True,False,False,False,False,False,41.943623,-87.670907
30254,Paulina (Loop-bound),Paulina,Paulina (Brown Line),S,41310,True,False,False,False,True,False,False,False,False,False,41.943623,-87.670907
30199,Polk (Loop-bound),Polk,Polk (Pink Line),E,41030,True,False,False,False,False,False,False,False,True,False,41.871551,-87.66953
30200,Polk (54th/Cermak-bound),Polk,Polk (Pink Line),W,41030,True,False,False,False,False,False,False,False,True,False,41.871551,-87.66953
30186,Pulaski (Midway-bound),Pulaski,Pulaski (Orange Line),S,40960,True,False,False,False,False,False,False,False,False,True,41.799756,-87.724493
30180,Pulaski (Forest Pk-bound),Pulaski,Pulaski (Blue Line),W,40920,False,False,True,False,False,False,False,False,False,False,41.873797,-87.725663
30029,Pulaski (54th/Cermak-bound),Pulaski,Pulaski (Pink Line),W,40150,True,False,False,False,False,False,False,False,True,False,41.853732,-87.724311
30185,Pulaski (Loop-bound),Pulaski,Pulaski (Orange Line),N,40960,True,False,False,False,False,False,False,False,False,True,41.799756,-87.724493
30005,Pulaski (63rd-bound),Pulaski,Pulaski (Green Line),E,40030,True,False,False,True,False,False,False,False,False,False,41.885412,-87.725404
30006,Pulaski (Harlem-bound),Pulaski,Pulaski (Green Line),W,40030,True,False,False,True,False,False,False,False,False,False,41.885412,-87.725404
30179,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),E,40920,False,False,True,False,False,False,False,False,False,False,41.873797,-87.725663
30028,Pulaski (Loop-bound),Pulaski,Pulaski (Pink Line),E,40150,True,False,False,False,False,False,False,False,True,False,41.853732,-87.724311
30007,Quincy/Wells (Inner Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",N,40040,False,False,False,False,False,False,True,False,True,True,41.878723,-87.63374
30008,Quincy/Wells (Outer Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",S,40040,False,False,False,False,True,False,False,False,False,False,41.878723,-87.63374
30093,Racine (Forest Pk-bound),Racine,Racine (Blue Line),W,40470,False,False,True,False,False,False,False,False,False,False,41.87592,-87.659458
30092,Racine (O'Hare-bound),Racine,Racine (Blue Line),E,40470,False,False,True,False,False,False,False,False,False,False,41.87592,-87.659458
30119,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),E,40610,False,False,False,True,False,False,False,False,False,False,41.887159,-87.783661
30120,Ridgeland (Harlem-bound),Ridgeland,Ridgeland (Green Line),W,40610,False,False,False,True,False,False,False,False,False,False,41.887159,-87.783661
30196,Rockwell (Loop-bound),Rockwell,Rockwell (Brown Line),S,41010,True,False,False,False,True,False,False,False,False,False,41.966115,-87.6941
30195,Rockwell (Kimball-bound),Rockwell,Rockwell (Brown Line),N,41010,True,False,False,False,True,False,False,False,False,False,41.966115,-87.6941
30081,Roosevelt (Midway-63rd-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",S,41400,True,False,False,True,False,False,False,False,False,True,41.867405,-87.62659
30080,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",N,41400,True,False,False,True,False,False,False,False,False,True,41.867405,-87.62659
30270,Roosevelt (95th-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",S,41400,True,True,False,False,False,False,False,False,False,False,41.867368,-87.627402
30269,Roosevelt (Howard-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",N,41400,True,True,False,False,False,False,False,False,False,False,41.867368,-87.627402
30160,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),S,40820,True,False,True,False,False,False,False,False,False,False,41.983507,-87.859388
30159,Rosemont (O'Hare-bound),Rosemont,Rosemont (Blue Line),N,40820,True,False,True,False,False,False,False,False,False,False,41.983507,-87.859388
30156,Sedgwick (Loop-bound),Sedgwick,Sedgwick (Brown & Purple Lines),S,40800,True,False,False,False,True,False,True,False,False,False,41.910409,-87.639302
30155,Sedgwick (Kimball-Linden-bound),Sedgwick,Sedgwick (Brown & Purple Lines),N,40800,True,False,False,False,True,False,True,False,False,False,41.910409,-87.639302
30017,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),S,40080,False,True,False,False,False,False,False,False,False,False,41.953775,-87.654929
30294,Sheridan (Loop-bound),Sheridan,Sheridan (Red Line),S,40080,False,False,False,False,False,False,False,False,False,False,41.953775,-87.654929
30016,Sheridan (Howard-bound),Sheridan,Sheridan (Red Line),N,40080,False,True,False,False,False,False,False,False,False,False,41.953775,-87.654929
30293,Sheridan (Howard-Linden-bound),Sheridan,Sheridan (Red Line),N,40080,False,False,False,False,False,False,False,False,False,False,41.953775,-87.654929
30164,South Blvd (Howard-Loop-bound),South Boulevard,South Boulevard (Purple Line),S,40840,False,False,False,False,False,True,True,False,False,False,42.027612,-87.678329
30163,South Blvd (Linden-bound),South Boulevard,South Boulevard (Purple Line),N,40840,False,False,False,False,False,True,True,False,False,False,42.027612,-87.678329
30071,Southport (Loop-bound),Southport,Southport (Brown Line),S,40360,True,False,False,False,True,False,False,False,False,False,41.943744,-87.663619
30070,Southport (Kimball-bound),Southport,Southport (Brown Line),N,40360,True,False,False,False,True,False,False,False,False,False,41.943744,-87.663619
30036,Sox-35th (Howard-bound),Sox-35th,Sox-35th (Red Line),N,40190,True,True,False,False,False,False,False,False,False,False,41.831191,-87.630636
30037,Sox-35th (95th-bound),Sox-35th,Sox-35th (Red Line),S,40190,True,True,False,False,False,False,False,False,False,False,41.831191,-87.630636
30051,State/Lake (Outer Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",W,40260,False,False,False,True,True,False,False,False,False,False,41.88574,-87.627835
30050,State/Lake (Inner Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",E,40260,False,False,False,True,False,False,True,False,True,True,41.88574,-87.627835
30170,Thorndale (95th-bound),Thorndale,Thorndale (Red Line),S,40880,False,True,False,False,False,False,False,False,False,False,41.990259,-87.659076
30169,Thorndale (Howard-bound),Thorndale,Thorndale (Red Line),N,40880,False,True,False,False,False,False,False,False,False,False,41.990259,-87.659076
30068,UIC-Halsted (O'Hare-bound),UIC-Halsted,UIC-Halsted (Blue Line),E,40350,True,False,True,False,False,False,False,False,False,False,41.875474,-87.649707
30069,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),W,40350,True,False,True,False,False,False,False,False,False,False,41.875474,-87.649707
30073,Washington (Forest Pk-bound),Washington,Washington (Blue Line),S,40370,False,False,True,False,False,False,False,False,False,False,41.883164,-87.62944
30072,Washington (O'Hare-bound),Washington,Washington (Blue Line),N,40370,False,False,True,False,False,False,False,False,False,False,41.883164,-87.62944
30384,Washington/Wabash (Inner Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",S,41700,True,False,False,True,False,False,True,False,True,True,41.88322,-87.626189
30383,Washington/Wabash (Outer Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",N,41700,True,False,False,True,True,False,False,False,False,False,41.88322,-87.626189
30141,Washington/Wells (Inner Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",N,40730,True,False,False,False,False,False,True,False,True,True,41.882695,-87.63378
30142,Washington/Wells (Outer Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",S,40730,True,False,False,False,True,False,False,False,False,False,41.882695,-87.63378
30231,Wellington (Kimball-Linden-bound),Wellington,Wellington (Brown & Purple Lines),N,41210,True,False,False,False,True,False,True,False,False,False,41.936033,-87.653266
30232,Wellington (Loop-bound),Wellington,Wellington (Brown & Purple Lines),S,41210,True,False,False,False,True,False,True,False,False,False,41.936033,-87.653266
30144,Western (54th/Cermak-bound),Western,Western (Pink Line),W,40740,True,False,False,False,False,False,False,False,True,False,41.854225,-87.685129
30129,Western (O'Hare Branch) (O'Hare-bound),Western,Western (Blue Line - O'Hare Branch),N,40670,True,False,True,False,False,False,False,False,False,False,41.916157,-87.687364
30130,Western (O'Hare Branch) (Forest Pk-bound),Western,Western (Blue Line - O'Hare Branch),S,40670,True,False,True,False,False,False,False,False,False,False,41.916157,-87.687364
30061,Western (Midway-bound),Western,Western (Orange Line),S,40310,True,False,False,False,False,False,False,False,False,True,41.804546,-87.684019
30043,Western (Forest Pk Branch) (Forest Pk-bound),Western,Western (Blue Line - Forest Park Branch),W,40220,False,False,True,False,False,False,False,False,False,False,41.875478,-87.688436
30143,Western (Loop-bound),Western,Western (Pink Line),E,40740,True,False,False,False,False,False,False,False,True,False,41.854225,-87.685129
30284,Western (Loop-bound),Western,Western (Brown Line),S,41480,True,False,False,False,True,False,False,False,False,False,41.966163,-87.688502
30042,Western (Forest Pk Branch) (O'Hare-bound),Western,Western (Blue Line - Forest Park Branch),E,40220,False,False,True,False,False,False,False,False,False,False,41.875478,-87.688436
30283,Western (Kimball-bound),Western,Western (Brown Line),N,41480,True,False,False,False,True,False,False,False,False,False,41.966163,-87.688502
30060,Western (Loop-bound),Western,Western (Orange Line),N,40310,True,False,False,False,False,False,False,False,False,True,41.804546,-87.684019
30385,Wilson (Loop-bound),Wilson,Wilson (Red & Purple Lines),S,40540,True,False,False,False,False,False,True,False,False,False,41.964273,-87.657588
30386,Wilson (Linden-bound),Wilson,Wilson (Red & Purple Lines),N,40540,True,False,False,False,False,False,True,False,False,False,41.964273,-87.657588
30106,Wilson (95th-bound),Wilson,Wilson (Red & Purple Lines),S,40540,True,True,False,False,False,False,False,False,False,False,41.964273,-87.657588
30105,Wilson (Howard-bound),Wilson,Wilson (Red & Purple Lines),N,40540,True,True,False,False,False,False,False,False,False,False,41.964273,-87.657588
